atom_id,source_dataset_id,source_row_id,atom_category,primary_label,secondary_labels,attributes,tags,provenance,confidence,status,notes
vm_cpa:CPAM_017:B,creative_partner_advice_map,CPAM_017,advice_pattern,celebrate_micro_wins,"[""finish_current_piece"", ""restless"", ""visual_art""]","{""advice_strategy"": ""celebrate_micro_wins"", ""core_advice_line"": ""Treat every tiny forward step as a win screen."", ""expanded_advice"": ""List the small things you have already done on this project. Mark today\u2019s next step as one more bead on that string instead of a test of your worth. Remember that shipping a small version now often teaches you more than waiting for the perfect moment."", ""follow_up_prompt_hint"": ""Ask: help me use celebrate_micro_wins for a visual_art moment of finishing_phase_anxiety."", ""extra_notes"": NaN, ""situation_category"": ""finishing_phase_anxiety"", ""creator_thought"": ""I'm scared to call this finished."", ""emotional_state"": ""restless"", ""context_channel"": ""visual_art"", ""desired_outcome"": ""finish_current_piece""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_018:A,creative_partner_advice_map,CPAM_018,situation_pattern,fear_of_judgment,"[""tense"", ""lyrics_writing"", ""reduce_pressure""]","{""situation_category"": ""fear_of_judgment"", ""creator_thought"": ""I'm afraid people will laugh at this."", ""emotional_state"": ""tense"", ""context_channel"": ""lyrics_writing"", ""desired_outcome"": ""reduce_pressure"", ""extra_notes"": ""not a final verdict on your talent. | Ask: help me use separate_draft_and_edit for a lyrics_writing moment of fear_of_judgment.""}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_018:B,creative_partner_advice_map,CPAM_018,advice_pattern,separate_draft_and_edit,"[""reduce_pressure"", ""tense"", ""lyrics_writing""]","{""advice_strategy"": ""separate_draft_and_edit"", ""core_advice_line"": ""Let messy draft you work"", ""expanded_advice"": ""let editor you wait."", ""follow_up_prompt_hint"": ""Give yourself permission to make a bad version on purpose. Editing becomes much easier and kinder when there is already something on the page. Treat this piece like an experiment"", ""extra_notes"": ""not a final verdict on your talent. | Ask: help me use separate_draft_and_edit for a lyrics_writing moment of fear_of_judgment."", ""situation_category"": ""fear_of_judgment"", ""creator_thought"": ""I'm afraid people will laugh at this."", ""emotional_state"": ""tense"", ""context_channel"": ""lyrics_writing"", ""desired_outcome"": ""reduce_pressure""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_019:A,creative_partner_advice_map,CPAM_019,situation_pattern,starting_new_project,"[""anxious"", ""business_ideation"", ""design_small_next_step""]","{""situation_category"": ""starting_new_project"", ""creator_thought"": ""I want to start but keep procrastinating."", ""emotional_state"": ""anxious"", ""context_channel"": ""business_ideation"", ""desired_outcome"": ""design_small_next_step"", ""extra_notes"": ""you can either stop guilt-free or keep going with momentum. Remember that shipping a small version now often teaches you more than waiting for the perfect moment. | Ask: help me use tiny_commitment for a business_ideation moment of starting_new_project.""}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_019:B,creative_partner_advice_map,CPAM_019,advice_pattern,tiny_commitment,"[""design_small_next_step"", ""anxious"", ""business_ideation""]","{""advice_strategy"": ""tiny_commitment"", ""core_advice_line"": ""Promise yourself one tiny visible move"", ""expanded_advice"": ""nothing more."", ""follow_up_prompt_hint"": ""Commit to a step you could finish in ten to fifteen minutes. Once you complete it"", ""extra_notes"": ""you can either stop guilt-free or keep going with momentum. Remember that shipping a small version now often teaches you more than waiting for the perfect moment. | Ask: help me use tiny_commitment for a business_ideation moment of starting_new_project."", ""situation_category"": ""starting_new_project"", ""creator_thought"": ""I want to start but keep procrastinating."", ""emotional_state"": ""anxious"", ""context_channel"": ""business_ideation"", ""desired_outcome"": ""design_small_next_step""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_020:A,creative_partner_advice_map,CPAM_020,situation_pattern,mid_project_dip,"[""quietly_excited"", ""music_production"", ""reconnect_with_why""]","{""situation_category"": ""mid_project_dip"", ""creator_thought"": ""This project suddenly feels boring."", ""emotional_state"": ""quietly_excited"", ""context_channel"": ""music_production"", ""desired_outcome"": ""reconnect_with_why"", ""extra_notes"": ""or piece of writing you admire. Copy its structure or rhythm loosely | not the content | as scaffolding for your own idea. Treat this piece like an experiment | not a final verdict on your talent. | Ask: help me use reference_inspiration for a music_production moment of mid_project_dip.""}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_020:B,creative_partner_advice_map,CPAM_020,advice_pattern,reference_inspiration,"[""reconnect_with_why"", ""quietly_excited"", ""music_production""]","{""advice_strategy"": ""reference_inspiration"", ""core_advice_line"": ""Borrow structure from something you already like."", ""expanded_advice"": ""Choose a song"", ""follow_up_prompt_hint"": ""image"", ""extra_notes"": ""or piece of writing you admire. Copy its structure or rhythm loosely | not the content | as scaffolding for your own idea. Treat this piece like an experiment | not a final verdict on your talent. | Ask: help me use reference_inspiration for a music_production moment of mid_project_dip."", ""situation_category"": ""mid_project_dip"", ""creator_thought"": ""This project suddenly feels boring."", ""emotional_state"": ""quietly_excited"", ""context_channel"": ""music_production"", ""desired_outcome"": ""reconnect_with_why""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_021:A,creative_partner_advice_map,CPAM_021,situation_pattern,stuck_on_idea,"[""frustrated"", ""music_production"", ""unstick_concept""]","{""situation_category"": ""stuck_on_idea"", ""creator_thought"": ""I keep looping the same four bars and nothing moves"", ""emotional_state"": ""frustrated"", ""context_channel"": ""music_production"", ""desired_outcome"": ""unstick_concept"", ""extra_notes"": NaN}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_021:B,creative_partner_advice_map,CPAM_021,advice_pattern,sandbox_session,"[""unstick_concept"", ""frustrated"", ""music_production""]","{""advice_strategy"": ""sandbox_session"", ""core_advice_line"": ""Open a no rules sandbox session"", ""expanded_advice"": ""Duplicate the project or start a fresh file and allow yourself to break every rule. Try strange sounds reckless edits and playful chaos until one small detail makes you curious again."", ""follow_up_prompt_hint"": ""Ask: help me use sandbox_session for a music_production moment of stuck_on_idea."", ""extra_notes"": NaN, ""situation_category"": ""stuck_on_idea"", ""creator_thought"": ""I keep looping the same four bars and nothing moves"", ""emotional_state"": ""frustrated"", ""context_channel"": ""music_production"", ""desired_outcome"": ""unstick_concept""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_022:A,creative_partner_advice_map,CPAM_022,situation_pattern,starting_new_project,"[""anxious"", ""music_production"", ""start_session""]","{""situation_category"": ""starting_new_project"", ""creator_thought"": ""The blank DAW session makes me freeze"", ""emotional_state"": ""anxious"", ""context_channel"": ""music_production"", ""desired_outcome"": ""start_session"", ""extra_notes"": NaN}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_022:B,creative_partner_advice_map,CPAM_022,advice_pattern,tiny_commitment,"[""start_session"", ""anxious"", ""music_production""]","{""advice_strategy"": ""tiny_commitment"", ""core_advice_line"": ""Commit to one sound not a whole song"", ""expanded_advice"": ""Choose one drum pattern one chord or one texture. Loop it for ten minutes and let your hands explore without chasing a finished track."", ""follow_up_prompt_hint"": ""Ask: help me use tiny_commitment for a music_production moment of starting_new_project."", ""extra_notes"": NaN, ""situation_category"": ""starting_new_project"", ""creator_thought"": ""The blank DAW session makes me freeze"", ""emotional_state"": ""anxious"", ""context_channel"": ""music_production"", ""desired_outcome"": ""start_session""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_023:A,creative_partner_advice_map,CPAM_023,situation_pattern,finishing_phase_anxiety,"[""tense"", ""music_production"", ""finish_current_piece""]","{""situation_category"": ""finishing_phase_anxiety"", ""creator_thought"": ""I keep tweaking the mix and never printing it"", ""emotional_state"": ""tense"", ""context_channel"": ""music_production"", ""desired_outcome"": ""finish_current_piece"", ""extra_notes"": NaN}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_023:B,creative_partner_advice_map,CPAM_023,advice_pattern,versioning_mindset,"[""finish_current_piece"", ""tense"", ""music_production""]","{""advice_strategy"": ""versioning_mindset"", ""core_advice_line"": ""Lock this as Version One and move on"", ""expanded_advice"": ""Print a bounce and label it clearly as Version One. Promise yourself you can always make Version Two later which makes it easier to call this round good enough."", ""follow_up_prompt_hint"": ""Ask: help me use versioning_mindset for a music_production moment of finishing_phase_anxiety."", ""extra_notes"": NaN, ""situation_category"": ""finishing_phase_anxiety"", ""creator_thought"": ""I keep tweaking the mix and never printing it"", ""emotional_state"": ""tense"", ""context_channel"": ""music_production"", ""desired_outcome"": ""finish_current_piece""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_024:A,creative_partner_advice_map,CPAM_024,situation_pattern,mid_project_dip,"[""drained"", ""music_songwriting"", ""reconnect_with_why""]","{""situation_category"": ""mid_project_dip"", ""creator_thought"": ""The song was exciting yesterday now it feels flat"", ""emotional_state"": ""drained"", ""context_channel"": ""music_songwriting"", ""desired_outcome"": ""reconnect_with_why"", ""extra_notes"": NaN}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_024:B,creative_partner_advice_map,CPAM_024,advice_pattern,emotion_first_reflection,"[""reconnect_with_why"", ""drained"", ""music_songwriting""]","{""advice_strategy"": ""emotion_first_reflection"", ""core_advice_line"": ""Ask why this song mattered when you started"", ""expanded_advice"": ""Write a short note to yourself describing what spark made you begin this song. Use that spark as a compass for one new change you will try today."", ""follow_up_prompt_hint"": ""Ask: help me use emotion_first_reflection for a music_songwriting moment of mid_project_dip."", ""extra_notes"": NaN, ""situation_category"": ""mid_project_dip"", ""creator_thought"": ""The song was exciting yesterday now it feels flat"", ""emotional_state"": ""drained"", ""context_channel"": ""music_songwriting"", ""desired_outcome"": ""reconnect_with_why""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
vm_cpa:CPAM_025:A,creative_partner_advice_map,CPAM_025,situation_pattern,fear_of_judgment,"[""anxious"", ""lyrics_writing"", ""reduce_pressure""]","{""situation_category"": ""fear_of_judgment"", ""creator_thought"": ""I worry these lyrics sound childish"", ""emotional_state"": ""anxious"", ""context_channel"": ""lyrics_writing"", ""desired_outcome"": ""reduce_pressure"", ""extra_notes"": NaN}","[""viral_muse"", ""creative_partner_advice_map"", ""situation_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_A""]}",0.97,active,
vm_cpa:CPAM_025:B,creative_partner_advice_map,CPAM_025,advice_pattern,separate_draft_and_edit,"[""reduce_pressure"", ""anxious"", ""lyrics_writing""]","{""advice_strategy"": ""separate_draft_and_edit"", ""core_advice_line"": ""Let the childish draft exist on purpose"", ""expanded_advice"": ""Give yourself permission to write the most exaggerated childish version first. Later you can calmly trim and reshape lines without attacking your own voice."", ""follow_up_prompt_hint"": ""Ask: help me use separate_draft_and_edit for a lyrics_writing moment of fear_of_judgment."", ""extra_notes"": NaN, ""situation_category"": ""fear_of_judgment"", ""creator_thought"": ""I worry these lyrics sound childish"", ""emotional_state"": ""anxious"", ""context_channel"": ""lyrics_writing"", ""desired_outcome"": ""reduce_pressure""}","[""viral_muse"", ""creative_partner_advice_map"", ""advice_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_CPA_SPLIT_B""]}",0.96,active,
